wifi,X,Y,parents,ID,restored_x,restored_y
22612,314.0,185.0,88:120:5,virtual,-1.0,-1.0
64923,246.0,164.0,120:84:22,virtual,-1.0,-1.0
2514,246.0,199.0,99:84,virtual,-1.0,-1.0
75753,205.0,124.0,120:105:33,virtual,-1.0,-1.0
32910,223.0,149.0,105:99:5,virtual,-1.0,-1.0
33362,251.0,166.0,105:5:95,virtual,-1.0,-1.0
91380,220.0,135.0,120:105:99,virtual,-1.0,-1.0
65008,253.0,156.0,120:33:5,virtual,-1.0,-1.0
88543,275.0,224.0,32:49,virtual,-1.0,-1.0
61939,38.0,37.0,96:66,virtual,-1.0,-1.0
53885,325.0,222.0,88:49:5,virtual,-1.0,-1.0
54793,259.0,189.0,105:95:49,virtual,-1.0,-1.0
10551,190.0,141.0,32:105,virtual,-1.0,-1.0
30503,355.0,239.0,49:13,virtual,-1.0,-1.0
