m,trajs
"7.6-48,74,38,155,214,98+2","[[789, 1], [829, 0], [829, 1], [869, 3], [868, 0], [868, 4], [869, 0], [869, 0], [869, 3], [868, 0], [868, 4], [869, 2], [829, 0], [829, 2], [789, 0], [789, 3], [788, 0], [788, 0], [788, 0], [788, 0], [788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 0], [623, 3], [622, 2], [582, 0], [582, 2], [542, 3], [541, 0], [541, 3], [540, 2], [500, 3], [499, 0], [499, 0], [499, 0], [499, 0], [499, 4], [500, 4], [501, 1], [541, 0], [541, 1], [581, 4], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 0], [833, 0], [833, 0], [833, 0], [833, 0], [833, 0], [833, 0]]"
"7.6-48,74,38,155,214,98+3","[[832, 3], [831, 3], [830, 0], [830, 1], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0]]"
"7.6-48,74,38,155,214,98+18","[[948, 3], [947, 0], [947, 0], [947, 2], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 2], [828, 4], [829, 0], [829, 2], [789, 0], [789, 3], [788, 0], [788, 0], [788, 2], [748, 3], [747, 0], [747, 1], [787, 3], [786, 0], [786, 3], [785, 0], [785, 4], [786, 0], [786, 1], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0], [826, 0]]"
"7.6-20,178,229,137,47,142+1","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 4], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 3], [746, 1]]"
"7.6-20,178,229,137,47,142+5","[[788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0]]"
"7.6-184,148,54,32,44,55+1","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 4], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 0], [953, 3], [952, 0], [952, 3], [951, 0], [951, 0], [951, 2], [911, 3], [910, 0], [910, 0], [910, 0], [910, 0], [910, 2], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0], [870, 0]]"
"7.6-184,148,54,32,44,55+8","[[789, 1], [829, 4], [830, 0], [830, 1], [870, 0], [870, 0], [870, 0], [870, 0], [870, 2], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 3], [622, 2], [582, 0], [582, 2], [542, 3], [541, 0], [541, 0], [541, 2], [501, 4], [502, 2], [462, 0], [462, 3], [461, 0], [461, 3], [460, 0], [460, 2], [420, 0], [420, 0], [420, 1], [460, 0], [460, 4], [461, 0], [461, 4], [462, 0], [462, 1], [502, 1], [542, 3], [541, 0], [541, 0], [541, 1], [581, 4], [582, 0], [582, 4], [583, 1], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 1], [870, 0], [870, 0], [870, 0], [870, 0], [870, 2], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]"
"7.6-88,198,240,41,58,135+1","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 4], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 2], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0]]"
"7.6-88,198,240,41,58,135+2","[[833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4], [877, 0], [877, 2], [837, 0], [837, 0], [837, 2], [797, 0], [797, 2], [757, 3], [756, 0], [756, 0], [756, 2], [716, 4], [717, 0], [717, 0], [717, 2], [677, 0], [677, 2], [637, 0], [637, 0], [637, 2], [597, 0], [597, 0], [597, 2], [557, 4], [558, 0], [558, 2], [518, 0], [518, 0], [518, 2], [478, 3], [477, 0], [477, 0], [477, 2], [437, 0], [437, 0], [437, 3], [436, 2], [396, 0], [396, 0], [396, 2], [356, 0], [356, 4], [357, 0], [357, 2], [317, 0], [317, 0], [317, 2], [277, 4], [278, 0], [278, 3], [277, 0], [277, 4], [278, 0], [278, 0], [278, 3], [277, 0], [277, 4], [278, 0], [278, 1], [318, 3], [317, 0], [317, 0], [317, 1], [357, 0], [357, 3], [356, 0], [356, 1], [396, 0], [396, 0], [396, 1], [436, 4], [437, 0], [437, 0], [437, 1], [477, 0], [477, 0], [477, 1], [517, 4], [518, 0], [518, 0], [518, 1], [558, 0], [558, 3], [557, 1], [597, 0], [597, 0], [597, 1], [637, 0], [637, 0], [637, 1], [677, 3], [676, 0], [676, 0], [676, 3], [675, 0], [675, 3], [674, 0], [674, 0], [674, 1], [714, 0], [714, 1], [754, 0], [754, 3], [753, 0], [753, 1], [793, 0], [793, 1], [833, 0], [833, 4], [834, 0], [834, 0], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 0], [834, 0], [834, 0]]"
"7.6-88,198,240,41,58,135+3","[[833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0], [834, 0]]"
"7.6-4,207,140,11,128,186+1","[[420, 1], [460, 0], [460, 4], [461, 0], [461, 4], [462, 0], [462, 1], [502, 4], [503, 0], [503, 4], [504, 0], [504, 1], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0]]"
"7.6-4,207,140,11,128,186+2","[[504, 3], [503, 0], [503, 2], [463, 3], [462, 0], [462, 1], [502, 3], [501, 1], [541, 0], [541, 0], [541, 3], [540, 3], [539, 2], [499, 0], [499, 0], [499, 0], [499, 0], [499, 4], [500, 4], [501, 1], [541, 0], [541, 0], [541, 2], [501, 2], [461, 4], [462, 0], [462, 1], [502, 4], [503, 0], [503, 4], [504, 0], [504, 1], [544, 0], [544, 0], [544, 2], [504, 0], [504, 3], [503, 0], [503, 3], [502, 2], [462, 0], [462, 1], [502, 3], [501, 1], [541, 0], [541, 0], [541, 3], [540, 2], [500, 3], [499, 0], [499, 0], [499, 0], [499, 0], [499, 4], [500, 4], [501, 1], [541, 0], [541, 0], [541, 2], [501, 2], [461, 4], [462, 0], [462, 1], [502, 4], [503, 0], [503, 4], [504, 0], [504, 1], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0], [544, 0]]"
"7.6-156,95,90,12,124,73+1","[[743, 0], [743, 2], [703, 0], [703, 2], [663, 0], [663, 2], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 0], [706, 0], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 1], [663, 0], [663, 1], [703, 0], [703, 0], [703, 2], [663, 0], [663, 2], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 0], [706, 0], [706, 0]]"
"7.6-156,95,90,12,124,73+2","[[747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 0], [706, 0], [706, 0]]"
"7.6-156,95,90,12,124,73+3","[[665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 1], [663, 0], [663, 1], [703, 0], [703, 0], [703, 2], [663, 0], [663, 2], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 1], [663, 0], [663, 1], [703, 0], [703, 0], [703, 2], [663, 0], [663, 2], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 1], [663, 0], [663, 1], [703, 0], [703, 0], [703, 2], [663, 0], [663, 2], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 1], [663, 0], [663, 1], [703, 0], [703, 0], [703, 2], [663, 0], [663, 2], [623, 0], [623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 0], [706, 3], [705, 2], [665, 0], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2], [625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 0], [586, 4], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 3], [586, 0], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 0], [665, 1], [705, 4], [706, 0], [706, 0], [706, 2], [666, 3], [665, 0], [665, 0], [665, 0], [665, 0], [665, 1], [705, 4], [706, 0], [706, 0], [706, 2], [666, 3], [665, 0], [665, 0], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2], [625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 0], [586, 4], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 3], [586, 0], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 4], [665, 0], [665, 0], [665, 0], [665, 3], [664, 0], [664, 2], [624, 4], [625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 0], [586, 4], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 3], [586, 0], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0], [625, 0], [625, 1], [665, 3], [664, 0], [664, 4], [665, 0], [665, 0], [665, 0], [665, 3], [664, 0], [664, 4], [665, 2], [625, 0], [625, 0], [625, 2], [585, 0], [585, 4], [586, 0], [586, 0], [586, 4], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 0], [587, 3], [586, 0], [586, 0], [586, 3], [585, 0], [585, 1], [625, 0], [625, 0], [625, 3], [624, 1], [664, 0], [664, 4], [665, 0], [665, 0], [665, 4], [666, 1], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4], [877, 0], [877, 4], [878, 0], [878, 4], [879, 0], [879, 0], [879, 3], [878, 0], [878, 3], [877, 0], [877, 3], [876, 0], [876, 3], [875, 3], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 0], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1], [788, 0], [788, 2], [748, 4], [749, 0], [749, 0], [749, 2], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0], [709, 0]]"
