M,Dur,A_count,Count,oriMac,date,Moment
"7.28-136,191,229,175,202,9",15.98,2.0,2.0,"136,191,229,175,202,9",7.28,15.98
"7.28-4,207,140,27,128,186",16.25,1.0,2.0,"4,207,140,27,128,186",7.28,16.25
"7.28-64,12,31,142,167,149",17.63,2.0,2.0,"64,12,31,142,167,149",7.28,17.63
"7.28-96,61,183,48,74,38",16.38,1.0,2.0,"96,61,183,48,74,38",7.28,16.38
"7.28-48,69,150,181,24,101",17.6,1.0,3.0,"48,69,150,181,24,101",7.28,17.6
"7.28-88,214,215,126,55,223",16.57,2.0,4.0,"88,214,215,126,55,223",7.28,16.57
"7.28-156,116,3,24,100,17",16.58,2.0,2.0,"156,116,3,24,100,17",7.28,16.58
"7.28-208,151,254,41,37,198",16.88,1.0,2.0,"208,151,254,41,37,198",7.28,16.88
"7.28-64,140,31,142,135,149",16.98,1.0,2.0,"64,140,31,142,135,149",7.28,16.98
"7.28-240,27,108,132,116,12",16.4,1.0,2.0,"240,27,108,132,116,12",7.28,16.4
"7.28-240,31,108,132,118,12",17.6,1.0,2.0,"240,31,108,132,118,12",7.28,17.6
"7.28-240,103,40,135,90,163",17.5,1.0,2.0,"240,103,40,135,90,163",7.28,17.5
"7.28-88,214,151,126,55,221",16.97,1.0,2.0,"88,214,151,126,55,221",7.28,16.97
"7.28-24,138,190,230,77,51",17.03,2.0,2.0,"24,138,190,230,77,51",7.28,17.03
"7.28-56,138,254,230,77,51",16.92,2.0,2.0,"56,138,254,230,77,51",7.28,16.92
"7.28-92,214,151,126,55,223",16.53,1.0,2.0,"92,214,151,126,55,223",7.28,16.53
"7.28-88,214,151,126,23,223",16.57,2.0,2.0,"88,214,151,126,23,223",7.28,16.57
"7.28-172,220,240,144,185,104",16.65,2.0,2.0,"172,220,240,144,185,104",7.28,16.65
"7.28-88,214,151,126,55,215",16.7,1.0,2.0,"88,214,151,126,55,215",7.28,16.7
"7.28-220,244,144,185,104,48",16.9,1.0,2.0,"220,244,144,185,104,48",7.28,16.9
"7.28-44,204,230,183,227,122",17.92,3.0,4.0,"44,204,230,183,227,122",7.28,17.92
"7.28-240,144,185,104,48,166",17.15,2.0,2.0,"240,144,185,104,48,166",7.28,17.15
"7.28-220,240,144,185,96,48",17.22,2.0,5.0,"220,240,144,185,96,48",7.28,17.22
"7.28-48,161,218,41,151,15",17.82,1.0,2.0,"48,161,218,41,151,15",7.28,17.82
"7.28-220,240,144,249,104,48",17.9,2.0,2.0,"220,240,144,249,104,48",7.28,17.9
"7.28-20,94,105,93,76,215",17.45,1.0,2.0,"20,94,105,93,76,215",7.28,17.45
"7.28-48,123,172,71,160,107",17.63,1.0,2.0,"48,123,172,71,160,107",7.28,17.63
"7.28-220,240,144,185,104,16",17.98,1.0,2.0,"220,240,144,185,104,16",7.28,17.98
"7.28-220,240,144,185,104,112",17.97,1.0,2.0,"220,240,144,185,104,112",7.28,17.97
"7.28-184,99,146,20,122,139",17.72,3.0,13.0,"184,99,146,20,122,139",7.28,17.72
"7.28-36,82,106,59,85,234",17.4,1.0,2.0,"36,82,106,59,85,234",7.28,17.4
"7.28-72,116,18,47,33,140",17.8,4.0,7.0,"72,116,18,47,33,140",7.28,17.8
"7.28-36,218,51,234,37,145",17.62,2.0,4.0,"36,218,51,234,37,145",7.28,17.62
"7.28-48,123,172,71,127,119",17.83,1.0,2.0,"48,123,172,71,127,119",7.28,17.83
"7.28-80,140,31,142,167,149",18.57,1.0,2.0,"80,140,31,142,167,149",7.28,18.57
"7.28-208,215,131,63,62,125",18.08,2.0,2.0,"208,215,131,63,62,125",7.28,18.08
"7.28-32,166,12,26,152,154",19.08,4.0,169.0,"32,166,12,26,152,154",7.28,19.08
"7.28-56,71,188,17,110,114",19.0,2.0,62.0,"56,71,188,17,110,114",7.28,19.0
"7.28-156,95,90,12,92,73",18.7,1.0,2.0,"156,95,90,12,92,73",7.28,18.7
"7.28-204,8,251,70,125,190",18.62,2.0,2.0,"204,8,251,70,125,190",7.28,18.62
"7.28-156,95,90,12,125,73",19.07,1.0,2.0,"156,95,90,12,125,73",7.28,19.07
"7.28-220,240,208,185,104,48",18.75,1.0,2.0,"220,240,208,185,104,48",7.28,18.75
"7.28-212,240,144,185,104,48",18.75,1.0,2.0,"212,240,144,185,104,48",7.28,18.75
"7.28-56,111,162,121,182,28",19.12,2.0,3.0,"56,111,162,121,182,28",7.28,19.12
"7.28-28,21,31,241,119,60",19.42,8.0,24.0,"28,21,31,241,119,60",7.28,19.42
"7.28-40,173,24,105,230,116",20.0,2.0,25.0,"40,173,24,105,230,116",7.28,20.0
"7.28-240,98,90,159,90,22",19.93,1.0,2.0,"240,98,90,159,90,22",7.28,19.93
"7.29-92,102,108,72,204,105",16.57,2.0,32.0,"92,102,108,72,204,105",7.29,16.57
"7.29-236,193,171,217,136,197",16.55,2.0,4.0,"236,193,171,217,136,197",7.29,16.55
"7.29-36,17,69,161,50,93",18.13,3.0,32.0,"36,17,69,161,50,93",7.29,18.13
"7.29-252,107,240,89,142,53",18.83,2.0,22.0,"252,107,240,89,142,53",7.29,18.83
"7.29-164,125,159,153,152,106",19.0,3.0,35.0,"164,125,159,153,152,106",7.29,19.0
"7.29-4,207,140,11,128,186",18.67,1.0,3.0,"4,207,140,11,128,186",7.29,18.67
"7.29-112,138,9,131,175,199",18.75,1.0,5.0,"112,138,9,131,175,199",7.29,18.75
"7.29-32,50,51,210,96,61",19.02,4.0,168.0,"32,50,51,210,96,61",7.29,19.02
"7.29-48,69,150,180,24,101",19.07,2.0,5.0,"48,69,150,180,24,101",7.29,19.07
"7.29-208,151,254,40,222,169",19.25,1.0,4.0,"208,151,254,40,222,169",7.29,19.25
"7.29-48,74,38,133,29,213",19.28,3.0,51.0,"48,74,38,133,29,213",7.29,19.28
"7.29-112,71,233,44,21,7",19.3,2.0,62.0,"112,71,233,44,21,7",7.29,19.3
"7.29-8,250,121,45,167,67",19.28,2.0,15.0,"8,250,121,45,167,67",7.29,19.28
"7.29-240,27,108,132,118,12",19.57,2.0,44.0,"240,27,108,132,118,12",7.29,19.57
"7.29-8,250,121,194,19,245",19.98,2.0,38.0,"8,250,121,194,19,245",7.29,19.98
"7.29-112,58,81,118,159,27",19.85,2.0,23.0,"112,58,81,118,159,27",7.29,19.85
"7.29-208,151,254,41,36,198",19.98,2.0,22.0,"208,151,254,41,36,198",7.29,19.98
"7.29-204,129,42,183,42,73",20.0,2.0,35.0,"204,129,42,183,42,73",7.29,20.0
"7.29-240,98,90,159,90,22",19.7,2.0,3.0,"240,98,90,159,90,22",7.29,19.7
"7.29-48,161,250,41,151,15",20.38,2.0,5.0,"48,161,250,41,151,15",7.29,20.38
"7.29-140,52,1,175,121,255",20.28,2.0,4.0,"140,52,1,175,121,255",7.29,20.28
"7.29-80,143,76,102,201,25",20.57,1.0,40.0,"80,143,76,102,201,25",7.29,20.57
"7.29-140,37,5,134,24,48",20.57,2.0,5.0,"140,37,5,134,24,48",7.29,20.57
"7.29-76,102,201,25,166,1",20.57,1.0,4.0,"76,102,201,25,166,1",7.29,20.57
"7.29-188,80,143,76,102,201",20.57,1.0,9.0,"188,80,143,76,102,201",7.29,20.57
"7.29-204,102,10,209,112,18",20.57,1.0,6.0,"204,102,10,209,112,18",7.29,20.57
"7.29-172,115,82,76,172,89",20.58,3.0,44.0,"172,115,82,76,172,89",7.29,20.58
"7.29-156,95,90,12,124,73",20.58,5.0,14.0,"156,95,90,12,124,73",7.29,20.58
"7.29-220,245,5,135,188,48",20.57,1.0,3.0,"220,245,5,135,188,48",7.29,20.57
"7.29-220,245,5,135,187,95",20.52,1.0,3.0,"220,245,5,135,187,95",7.29,20.52
"7.29-184,55,101,29,72,107",20.6,3.0,46.0,"184,55,101,29,72,107",7.29,20.6
"7.29-168,32,50,51,210,96",20.32,1.0,7.0,"168,32,50,51,210,96",7.29,20.32
"7.29-164,32,50,51,210,96",20.35,1.0,7.0,"164,32,50,51,210,96",7.29,20.35
"7.29-240,98,90,159,90,25",20.5,1.0,5.0,"240,98,90,159,90,25",7.29,20.5
"7.29-172,32,50,51,210,96",20.08,1.0,4.0,"172,32,50,51,210,96",7.29,20.08
"7.29-88,198,240,41,58,135",20.08,1.0,8.0,"88,198,240,41,58,135",7.29,20.08
"7.29-24,2,174,207,62,51",20.75,1.0,6.0,"24,2,174,207,62,51",7.29,20.75
"7.29-208,151,254,41,36,162",20.08,1.0,6.0,"208,151,254,41,36,162",7.29,20.08
"7.29-20,94,105,93,76,199",20.67,2.0,9.0,"20,94,105,93,76,199",7.29,20.67
"7.29-160,112,71,233,44,21",20.4,2.0,4.0,"160,112,71,233,44,21",7.29,20.4
"7.29-172,26,242,44,233,231",17.78,1.0,2.0,"172,26,242,44,233,231",7.29,17.78
"7.29-172,144,195,95,15,4",20.08,1.0,2.0,"172,144,195,95,15,4",7.29,20.08
"7.29-184,148,54,32,44,55",20.77,4.0,52.0,"184,148,54,32,44,55",7.29,20.77
"7.29-164,112,58,81,118,159",17.57,1.0,2.0,"164,112,58,81,118,159",7.29,17.57
"7.29-92,255,255,144,7,131",20.4,1.0,3.0,"92,255,255,144,7,131",7.29,20.4
"7.29-144,195,95,15,4,30",20.68,2.0,10.0,"144,195,95,15,4,30",7.29,20.68
"7.29-28,2,25,109,232,179",18.0,1.0,2.0,"28,2,25,109,232,179",7.29,18.0
"7.29-116,160,10,41,175,1",20.68,2.0,3.0,"116,160,10,41,175,1",7.29,20.68
"7.29-164,184,148,54,32,44",20.7,2.0,3.0,"164,184,148,54,32,44",7.29,20.7
"7.29-36,82,106,59,81,234",21.13,1.0,9.0,"36,82,106,59,81,234",7.29,21.13
"7.29-48,231,188,153,110,173",18.32,1.0,2.0,"48,231,188,153,110,173",7.29,18.32
"7.29-164,76,24,154,44,218",21.13,1.0,3.0,"164,76,24,154,44,218",7.29,21.13
"7.29-76,24,154,44,218,251",21.05,1.0,7.0,"76,24,154,44,218,251",7.29,21.05
"7.29-164,204,185,229,56,107",21.15,2.0,7.0,"164,204,185,229,56,107",7.29,21.15
"7.29-76,102,201,25,164,1",21.13,1.0,3.0,"76,102,201,25,164,1",7.29,21.13
"7.29-172,112,58,81,118,159",20.98,1.0,2.0,"172,112,58,81,118,159",7.29,20.98
"7.29-164,112,71,233,44,21",21.07,2.0,3.0,"164,112,71,233,44,21",7.29,21.07
"7.29-108,132,118,12,178,1",21.05,2.0,2.0,"108,132,118,12,178,1",7.29,21.05
"7.29-228,12,253,107,226,167",19.98,1.0,4.0,"228,12,253,107,226,167",7.29,19.98
"7.29-160,148,26,96,101,47",21.65,2.0,7.0,"160,148,26,96,101,47",7.29,21.65
"7.29-164,34,20,198,227,176",21.73,1.0,2.0,"164,34,20,198,227,176",7.29,21.73
"7.29-88,102,186,101,140,144",21.97,2.0,6.0,"88,102,186,101,140,144",7.29,21.97
"7.29-124,179,123,208,149,129",22.05,1.0,7.0,"124,179,123,208,149,129",7.29,22.05
"7.29-168,190,59,116,160,10",21.98,2.0,3.0,"168,190,59,116,160,10",7.29,21.98
"7.29-148,54,32,44,55,164",22.05,2.0,2.0,"148,54,32,44,55,164",7.29,22.05
"7.29-164,240,27,108,132,118",20.8,2.0,3.0,"164,240,27,108,132,118",7.29,20.8
"7.29-88,214,151,126,55,223",22.33,2.0,9.0,"88,214,151,126,55,223",7.29,22.33
"7.29-108,132,118,12,165,190",20.8,2.0,2.0,"108,132,118,12,165,190",7.29,20.8
"7.29-164,190,59,116,160,10",20.9,1.0,2.0,"164,190,59,116,160,10",7.29,20.9
"7.29-220,109,205,125,41,209",22.53,2.0,12.0,"220,109,205,125,41,209",7.29,22.53
"7.29-164,48,74,38,133,29",22.92,1.0,3.0,"164,48,74,38,133,29",7.29,22.92
"7.29-164,172,115,82,76,172",22.92,1.0,2.0,"164,172,115,82,76,172",7.29,22.92
"7.29-20,198,227,176,109,168",22.93,2.0,3.0,"20,198,227,176,109,168",7.29,22.93
"7.29-68,216,120,87,119,51",23.17,1.0,10.0,"68,216,120,87,119,51",7.29,23.17
"7.29-28,66,125,50,93,223",23.27,2.0,7.0,"28,66,125,50,93,223",7.29,23.27
"7.29-8,250,121,183,224,101",23.25,1.0,6.0,"8,250,121,183,224,101",7.29,23.25
"7.29-28,123,35,129,140,184",23.13,1.0,4.0,"28,123,35,129,140,184",7.29,23.13
"7.29-240,103,40,135,90,171",23.45,1.0,3.0,"240,103,40,135,90,171",7.29,23.45
"7.29-164,184,55,101,29,72",23.2,1.0,7.0,"164,184,55,101,29,72",7.29,23.2
"7.29-168,34,20,198,227,176",23.35,2.0,2.0,"168,34,20,198,227,176",7.29,23.35
"7.29-168,90,255,236,199,1",23.17,1.0,2.0,"168,90,255,236,199,1",7.29,23.17
"7.29-24,1,241,73,144,254",23.17,1.0,4.0,"24,1,241,73,144,254",7.29,23.17
"7.29-164,156,95,90,12,124",23.33,2.0,3.0,"164,156,95,90,12,124",7.29,23.33
"7.29-20,94,105,220,154,7",23.48,1.0,2.0,"20,94,105,220,154,7",7.29,23.48
"7.29-240,89,142,53,182,1",23.35,1.0,2.0,"240,89,142,53,182,1",7.29,23.35
"7.29-176,186,139,84,42,35",23.37,1.0,2.0,"176,186,139,84,42,35",7.29,23.37
"7.29-164,252,107,240,89,142",23.37,1.0,2.0,"164,252,107,240,89,142",7.29,23.37
"7.29-44,255,238,86,45,209",23.68,2.0,23.0,"44,255,238,86,45,209",7.29,23.68
"7.29-164,44,255,238,86,45",23.38,1.0,2.0,"164,44,255,238,86,45",7.29,23.38
"7.29-168,88,214,151,126,55",23.38,1.0,2.0,"168,88,214,151,126,55",7.29,23.38
"7.29-196,64,246,220,81,179",23.67,1.0,6.0,"196,64,246,220,81,179",7.29,23.67
"7.29-20,198,227,176,109,169",23.5,2.0,2.0,"20,198,227,176,109,169",7.29,23.5
"7.29-96,61,172,1,128,194",23.4,1.0,2.0,"96,61,172,1,128,194",7.29,23.4
"7.29-160,164,125,159,153,152",23.52,2.0,3.0,"160,164,125,159,153,152",7.29,23.52
"7.29-172,18,130,63,76,234",23.4,1.0,2.0,"172,18,130,63,76,234",7.29,23.4
"7.29-160,184,55,101,29,72",23.4,1.0,2.0,"160,184,55,101,29,72",7.29,23.4
"7.29-168,162,3,82,45,154",23.4,1.0,2.0,"168,162,3,82,45,154",7.29,23.4
"7.29-132,65,103,218,221,212",23.53,2.0,11.0,"132,65,103,218,221,212",7.29,23.53
"7.29-164,186,139,84,42,35",23.53,2.0,2.0,"164,186,139,84,42,35",7.29,23.53
"7.29-108,217,76,95,253,145",23.6,1.0,2.0,"108,217,76,95,253,145",7.29,23.6
"7.29-108,33,162,235,7,87",23.62,1.0,5.0,"108,33,162,235,7,87",7.29,23.62
"7.29-160,110,247,96,234,205",23.77,1.0,3.0,"160,110,247,96,234,205",7.29,23.77
"7.29-204,185,229,56,107,166",23.78,1.0,2.0,"204,185,229,56,107,166",7.29,23.78
"7.29-156,174,211,194,70,96",23.83,1.0,3.0,"156,174,211,194,70,96",7.29,23.83
"7.29-196,64,246,34,203,41",23.87,2.0,3.0,"196,64,246,34,203,41",7.29,23.87
"7.29-164,201,57,9,43,253",23.88,1.0,11.0,"164,201,57,9,43,253",7.29,23.88
"7.29-168,152,146,10,133,107",23.97,1.0,2.0,"168,152,146,10,133,107",7.29,23.97
"7.30-184,148,54,32,44,55",11.98,12.0,1687.0,"184,148,54,32,44,55",7.30,11.98
"7.30-252,107,240,89,142,53",11.98,3.0,2550.0,"252,107,240,89,142,53",7.30,11.98
"7.30-32,50,51,210,96,61",12.0,7.0,8271.0,"32,50,51,210,96,61",7.30,12.0
"7.30-204,129,42,183,42,73",11.98,9.0,1804.0,"204,129,42,183,42,73",7.30,11.98
"7.30-164,201,57,9,43,253",10.85,3.0,443.0,"164,201,57,9,43,253",7.30,10.85
"7.30-208,151,254,41,36,198",11.88,8.0,1825.0,"208,151,254,41,36,198",7.30,11.88
"7.30-48,74,38,133,29,213",12.0,7.0,2890.0,"48,74,38,133,29,213",7.30,12.0
"7.30-164,204,185,229,56,107",11.98,4.0,146.0,"164,204,185,229,56,107",7.30,11.98
"7.30-236,193,171,217,136,197",4.73,2.0,76.0,"236,193,171,217,136,197",7.30,4.73
"7.30-92,102,108,72,204,105",11.98,7.0,646.0,"92,102,108,72,204,105",7.30,11.98
"7.30-36,17,69,161,50,93",11.65,3.0,958.0,"36,17,69,161,50,93",7.30,11.65
"7.30-112,71,233,44,21,7",12.0,5.0,2044.0,"112,71,233,44,21,7",7.30,12.0
"7.30-172,115,82,76,172,89",11.88,9.0,3257.0,"172,115,82,76,172,89",7.30,11.88
"7.30-220,109,205,125,41,209",11.87,2.0,532.0,"220,109,205,125,41,209",7.30,11.87
"7.30-164,125,159,153,152,106",11.98,4.0,4371.0,"164,125,159,153,152,106",7.30,11.98
"7.30-208,151,254,40,222,169",11.98,3.0,897.0,"208,151,254,40,222,169",7.30,11.98
"7.30-44,255,238,86,45,209",11.97,2.0,998.0,"44,255,238,86,45,209",7.30,11.97
"7.30-8,250,121,45,167,67",12.0,5.0,1715.0,"8,250,121,45,167,67",7.30,12.0
"7.30-8,250,121,183,224,101",11.97,3.0,332.0,"8,250,121,183,224,101",7.30,11.97
"7.30-4,207,140,11,128,186",11.98,4.0,1122.0,"4,207,140,11,128,186",7.30,11.98
"7.30-8,250,121,194,19,245",12.0,2.0,1416.0,"8,250,121,194,19,245",7.30,12.0
"7.30-36,82,106,59,81,234",12.0,2.0,520.0,"36,82,106,59,81,234",7.30,12.0
"7.30-168,152,146,10,133,107",11.83,2.0,845.0,"168,152,146,10,133,107",7.30,11.83
"7.30-248,45,124,72,127,16",11.82,5.0,498.0,"248,45,124,72,127,16",7.30,11.82
"7.30-48,69,150,180,24,101",11.98,3.0,368.0,"48,69,150,180,24,101",7.30,11.98
"7.30-156,95,90,12,124,73",12.0,7.0,2213.0,"156,95,90,12,124,73",7.30,12.0
"7.30-240,27,108,132,118,12",12.0,2.0,3060.0,"240,27,108,132,118,12",7.30,12.0
"7.30-140,37,5,134,24,48",11.85,5.0,226.0,"140,37,5,134,24,48",7.30,11.85
"7.30-184,55,101,29,72,107",12.0,7.0,2747.0,"184,55,101,29,72,107",7.30,12.0
"7.30-240,103,40,135,90,171",11.88,5.0,992.0,"240,103,40,135,90,171",7.30,11.88
"7.30-24,2,174,207,62,51",11.02,7.0,283.0,"24,2,174,207,62,51",7.30,11.02
"7.30-156,174,211,194,70,96",10.68,1.0,108.0,"156,174,211,194,70,96",7.30,10.68
"7.30-40,173,24,105,230,116",9.72,2.0,13.0,"40,173,24,105,230,116",7.30,9.72
"7.30-236,1,238,73,129,10",11.3,1.0,202.0,"236,1,238,73,129,10",7.30,11.3
"7.30-88,102,186,101,140,144",11.78,2.0,1529.0,"88,102,186,101,140,144",7.30,11.78
"7.30-60,134,209,115,214,231",10.37,10.0,142.0,"60,134,209,115,214,231",7.30,10.37
"7.30-80,143,76,102,201,25",12.03,3.0,1793.0,"80,143,76,102,201,25",7.30,12.03
"7.30-112,138,9,131,175,199",11.9,2.0,515.0,"112,138,9,131,175,199",7.30,11.9
"7.30-192,46,37,42,205,205",10.68,2.0,69.0,"192,46,37,42,205,205",7.30,10.68
"7.30-184,148,54,48,44,55",9.58,3.0,5.0,"184,148,54,48,44,55",7.30,9.58
"7.30-112,58,81,118,159,27",11.95,3.0,2345.0,"112,58,81,118,159,27",7.30,11.95
"7.30-96,61,163,112,71,233",7.27,1.0,2.0,"96,61,163,112,71,233",7.30,7.27
"7.30-88,198,240,41,58,135",12.0,10.0,741.0,"88,198,240,41,58,135",7.30,12.0
"7.30-164,208,151,254,41,36",10.53,1.0,5.0,"164,208,151,254,41,36",7.30,10.53
"7.30-164,112,71,233,44,21",11.07,1.0,7.0,"164,112,71,233,44,21",7.30,11.07
"7.30-208,151,254,41,36,162",11.95,4.0,220.0,"208,151,254,41,36,162",7.30,11.95
"7.30-172,26,242,44,233,231",11.95,1.0,9.0,"172,26,242,44,233,231",7.30,11.95
"7.30-168,92,255,255,144,7",7.27,1.0,3.0,"168,92,255,255,144,7",7.30,7.27
"7.30-144,195,95,15,4,30",11.07,2.0,886.0,"144,195,95,15,4,30",7.30,11.07
"7.30-164,184,148,54,32,44",8.85,4.0,5.0,"164,184,148,54,32,44",7.30,8.85
"7.30-116,160,10,41,179,1",6.5,2.0,5.0,"116,160,10,41,179,1",7.30,6.5
"7.30-172,112,58,81,118,159",5.78,2.0,4.0,"172,112,58,81,118,159",7.30,5.78
"7.30-28,2,25,109,232,179",10.97,2.0,110.0,"28,2,25,109,232,179",7.30,10.97
"7.30-64,140,31,142,167,149",9.87,9.0,363.0,"64,140,31,142,167,149",7.30,9.87
"7.30-212,131,4,236,83,154",7.18,2.0,10.0,"212,131,4,236,83,154",7.30,7.18
"7.30-44,233,231,91,177,1",6.75,2.0,3.0,"44,233,231,91,177,1",7.30,6.75
"7.30-48,74,38,155,214,98",11.08,3.0,3.0,"48,74,38,155,214,98",7.30,11.08
"7.30-240,27,76,132,118,12",9.17,2.0,5.0,"240,27,76,132,118,12",7.30,9.17
"7.30-156,97,24,178,51,51",7.83,2.0,2.0,"156,97,24,178,51,51",7.30,7.83
"7.30-160,208,151,254,41,36",6.63,2.0,4.0,"160,208,151,254,41,36",7.30,6.63
"7.30-168,184,148,54,32,44",11.08,2.0,3.0,"168,184,148,54,32,44",7.30,11.08
"7.30-164,240,98,90,159,90",6.77,2.0,3.0,"164,240,98,90,159,90",7.30,6.77
"7.30-172,32,50,51,210,96",7.28,1.0,7.0,"172,32,50,51,210,96",7.30,7.28
"7.30-44,21,7,164,184,148",3.2,2.0,2.0,"44,21,7,164,184,148",7.30,3.2
"7.30-164,124,179,123,208,149",2.68,1.0,2.0,"164,124,179,123,208,149",7.30,2.68
"7.30-124,179,123,208,149,129",11.85,2.0,438.0,"124,179,123,208,149,129",7.30,11.85
"7.30-148,54,32,44,55,168",11.08,2.0,4.0,"148,54,32,44,55,168",7.30,11.08
"7.30-24,208,197,242,97,13",11.05,10.0,93.0,"24,208,197,242,97,13",7.30,11.05
"7.30-196,64,246,220,81,179",9.65,8.0,155.0,"196,64,246,220,81,179",7.30,9.65
"7.30-172,83,82,76,172,89",6.88,2.0,5.0,"172,83,82,76,172,89",7.30,6.88
"7.30-108,33,162,235,7,87",10.78,2.0,311.0,"108,33,162,235,7,87",7.30,10.78
"7.30-176,241,236,166,12,79",0.23,5.0,16.0,"176,241,236,166,12,79",7.30,0.23
"7.30-140,217,214,204,25,121",9.45,2.0,38.0,"140,217,214,204,25,121",7.30,9.45
"7.30-244,96,226,16,224,222",10.95,1.0,22.0,"244,96,226,16,224,222",7.30,10.95
"7.30-32,50,51,210,100,61",6.58,2.0,3.0,"32,50,51,210,100,61",7.30,6.58
"7.30-28,66,125,50,93,223",12.07,2.0,380.0,"28,66,125,50,93,223",7.30,12.07
"7.30-220,245,5,135,188,48",11.98,3.0,220.0,"220,245,5,135,188,48",7.30,11.98
"7.30-220,245,5,135,187,95",12.15,4.0,271.0,"220,245,5,135,187,95",7.30,12.15
"7.30-108,217,76,95,253,145",12.1,5.0,160.0,"108,217,76,95,253,145",7.30,12.1
"7.30-240,98,90,159,90,25",12.13,3.0,296.0,"240,98,90,159,90,25",7.30,12.13
"7.30-8,74,207,99,147,223",11.82,5.0,81.0,"8,74,207,99,147,223",7.30,11.82
"7.30-132,65,103,218,221,212",12.0,6.0,348.0,"132,65,103,218,221,212",7.30,12.0
"7.30-140,31,142,167,149,171",0.63,1.0,3.0,"140,31,142,167,149,171",7.30,0.63
"7.30-164,190,59,116,160,10",9.1,2.0,12.0,"164,190,59,116,160,10",7.30,9.1
"7.30-116,160,10,41,176,1",7.08,1.0,3.0,"116,160,10,41,176,1",7.30,7.08
"7.30-116,160,10,41,175,1",9.1,1.0,3.0,"116,160,10,41,175,1",7.30,9.1
"7.30-116,160,10,41,173,1",9.1,1.0,3.0,"116,160,10,41,173,1",7.30,9.1
"7.30-108,132,118,12,165,190",6.0,1.0,4.0,"108,132,118,12,165,190",7.30,6.0
"7.30-164,220,109,205,125,41",3.32,2.0,2.0,"164,220,109,205,125,41",7.30,3.32
"7.30-92,102,108,72,220,105",5.65,2.0,3.0,"92,102,108,72,220,105",7.30,5.65
"7.30-12,75,84,85,61,8",6.87,2.0,5.0,"12,75,84,85,61,8",7.30,6.87
"7.30-32,238,40,60,214,136",11.02,2.0,31.0,"32,238,40,60,214,136",7.30,11.02
"7.30-88,214,151,126,55,223",12.42,5.0,1226.0,"88,214,151,126,55,223",7.30,12.42
"7.30-48,231,188,153,110,173",12.53,4.0,24.0,"48,231,188,153,110,173",7.30,12.53
"7.30-164,32,50,51,210,96",7.73,1.0,8.0,"164,32,50,51,210,96",7.30,7.73
"7.30-164,184,55,101,29,72",7.87,1.0,4.0,"164,184,55,101,29,72",7.30,7.87
"7.30-20,198,227,176,109,162",6.07,2.0,3.0,"20,198,227,176,109,162",7.30,6.07
"7.30-172,184,55,101,29,72",12.0,1.0,5.0,"172,184,55,101,29,72",7.30,12.0
"7.30-116,21,117,93,235,62",12.62,4.0,965.0,"116,21,117,93,235,62",7.30,12.62
"7.30-252,171,144,115,155,102",12.3,2.0,12.0,"252,171,144,115,155,102",7.30,12.3
"7.30-116,160,10,41,161,240",8.43,2.0,4.0,"116,160,10,41,161,240",7.30,8.43
"7.30-148,54,32,44,55,169",9.48,2.0,3.0,"148,54,32,44,55,169",7.30,9.48
"7.30-164,122,81,170,156,97",11.27,2.0,5.0,"164,122,81,170,156,97",7.30,11.27
"7.30-160,190,59,116,160,10",7.0,2.0,4.0,"160,190,59,116,160,10",7.30,7.0
"7.30-168,226,195,233,6,76",11.73,4.0,7.0,"168,226,195,233,6,76",7.30,11.73
"7.30-168,66,96,105,223,76",7.53,2.0,4.0,"168,66,96,105,223,76",7.30,7.53
"7.30-160,92,102,108,72,204",7.33,1.0,2.0,"160,92,102,108,72,204",7.30,7.33
"7.30-116,160,10,41,171,1",7.53,2.0,5.0,"116,160,10,41,171,1",7.30,7.53
"7.30-20,94,105,93,76,199",12.77,3.0,621.0,"20,94,105,93,76,199",7.30,12.77
"7.30-108,132,118,12,178,1",6.15,2.0,2.0,"108,132,118,12,178,1",7.30,6.15
"7.30-12,162,190,59,116,160",6.15,2.0,3.0,"12,162,190,59,116,160",7.30,6.15
"7.30-164,240,27,108,132,118",7.33,2.0,10.0,"164,240,27,108,132,118",7.30,7.33
"7.30-240,25,108,132,118,12",8.07,2.0,3.0,"240,25,108,132,118,12",7.30,8.07
"7.30-32,50,51,214,96,61",6.43,3.0,5.0,"32,50,51,214,96,61",7.30,6.43
"7.30-160,66,96,105,223,76",11.78,1.0,2.0,"160,66,96,105,223,76",7.30,11.78
"7.30-168,38,158,11,100,127",6.15,2.0,2.0,"168,38,158,11,100,127",7.30,6.15
"7.30-108,132,118,12,163,190",3.38,2.0,3.0,"108,132,118,12,163,190",7.30,3.38
"7.30-176,26,242,44,233,231",8.03,2.0,3.0,"176,26,242,44,233,231",7.30,8.03
"7.30-120,68,253,251,54,117",12.53,2.0,6.0,"120,68,253,251,54,117",7.30,12.53
"7.30-12,147,143,199,241,133",12.7,2.0,147.0,"12,147,143,199,241,133",7.30,12.7
"7.30-204,102,10,209,112,18",10.3,3.0,203.0,"204,102,10,209,112,18",7.30,10.3
"7.30-76,24,154,44,218,251",12.78,1.0,140.0,"76,24,154,44,218,251",7.30,12.78
"7.30-188,80,143,76,102,201",11.52,1.0,17.0,"188,80,143,76,102,201",7.30,11.52
"7.30-184,80,143,76,102,201",5.37,2.0,2.0,"184,80,143,76,102,201",7.30,5.37
"7.30-76,102,201,25,164,1",5.75,1.0,4.0,"76,102,201,25,164,1",7.30,5.75
