m,trajs
11,"[[420, 1], [460, 1], [500, 0], [460, 1], [420, 1], [460, 1], [461, 3], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
12,"[[717, 1], [757, 1], [717, 1], [757, 1], [756, 1], [796, 4], [796, 4], [796, 4], [797, 1], [757, 1], [797, 1], [837, 1], [837, 1], [877, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [914, 0]]"
13,"[[788, 4], [789, 0], [788, 4], [788, 4], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [750, 1], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [788, 4], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
14,"[[985, 2], [1025, 2], [985, 2], [984, 4], [985, 2], [945, 4], [945, 4], [946, 4], [947, 2], [907, 2], [867, 2], [827, 2], [828, 2], [788, 4], [789, 0]]"
15,"[[833, 3], [832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [788, 4], [787, 2], [787, 2], [747, 3], [746, 2], [706, 3], [705, 2], [705, 2], [665, 3], [664, 0], [664, 0], [664, 0], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0]]"
16,"[[623, 0], [623, 0], [623, 0], [622, 4], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [583, 1], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [583, 1], [623, 0], [623, 0], [622, 4], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [583, 1], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [622, 4], [623, 0], [623, 0], [583, 1], [583, 1], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [622, 4], [622, 4], [623, 0], [623, 0]]"
17,"[[460, 1], [420, 1], [460, 1], [459, 1], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0]]"
18,"[[832, 3], [833, 3], [832, 3], [831, 3], [832, 3], [831, 3], [831, 3], [830, 3], [829, 2], [869, 2], [869, 0]]"
19,"[[985, 2], [945, 4], [946, 4], [947, 2], [948, 2], [908, 2], [868, 2], [869, 2], [829, 2], [830, 3], [829, 2], [789, 0], [789, 0]]"
20,"[[743, 2], [703, 2], [663, 2], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0]]"
21,"[[793, 1], [793, 1], [833, 3], [832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [749, 1], [748, 3], [747, 3], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [624, 3], [623, 0], [623, 0], [623, 0], [622, 4], [582, 3], [622, 4], [622, 4], [623, 0], [623, 0], [622, 4], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
22,"[[832, 3], [831, 3], [830, 3], [829, 2], [828, 2], [827, 2], [787, 2], [747, 3], [746, 2], [706, 3], [705, 2], [705, 2], [665, 3], [665, 3], [664, 0], [664, 0], [664, 0]]"
23,"[[879, 3], [878, 3], [877, 0]]"
24,"[[541, 3], [581, 2], [541, 3], [540, 2], [539, 2], [499, 4], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
25,"[[832, 3], [831, 3], [830, 3], [830, 3], [829, 0]]"
26,"[[788, 4], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0]]"
27,"[[788, 4], [789, 0], [789, 0], [749, 1], [749, 1], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0]]"
28,"[[832, 3], [832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [788, 4], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [749, 1], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [829, 2], [830, 0]]"
29,"[[877, 3], [837, 1], [797, 1], [837, 1], [877, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]"
30,"[[743, 2], [703, 2], [663, 2], [623, 0], [623, 0], [623, 0], [622, 4], [622, 4], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [663, 2], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [623, 0], [624, 3], [584, 1], [624, 3], [623, 0], [623, 0], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [664, 0], [624, 3], [625, 0]]"
31,"[[877, 3], [877, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [875, 3], [874, 0], [874, 0]]"
32,"[[877, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0], [874, 0], [834, 1], [874, 0], [874, 0], [874, 0]]"
33,"[[420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0]]"
34,"[[870, 2], [870, 2], [830, 0]]"
35,"[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
36,"[[833, 3], [832, 3], [833, 3], [832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
37,"[[420, 1], [380, 1], [420, 1], [460, 1], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
38,"[[788, 4], [789, 0], [829, 2], [789, 0], [789, 0], [749, 1], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 0]]"
39,"[[587, 3], [587, 3], [586, 3], [585, 1], [625, 3], [624, 3], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [624, 3], [664, 0], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [665, 3], [664, 0], [624, 0]]"
40,"[[587, 3], [587, 3], [587, 3], [586, 3], [587, 3], [588, 3], [588, 3], [587, 3], [586, 3], [586, 3], [585, 1], [625, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [583, 1], [582, 3], [581, 2], [541, 3], [540, 2], [500, 0]]"
41,"[[876, 3], [875, 3], [874, 0], [874, 0], [914, 2], [874, 0], [914, 2], [874, 0], [874, 0], [874, 0], [874, 0]]"
42,"[[985, 2], [945, 4], [946, 4], [947, 2], [946, 4], [945, 4], [945, 4], [946, 4], [946, 4], [947, 2], [947, 2], [907, 2], [867, 2], [827, 2], [787, 2], [827, 2], [787, 2], [747, 3], [787, 2], [747, 0]]"
43,"[[1071, 2], [1031, 4], [1032, 2], [1032, 2], [1032, 2], [992, 2], [992, 2], [993, 2], [953, 4], [954, 0]]"
44,"[[907, 2], [908, 2], [868, 2], [828, 2], [788, 4], [788, 4], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0]]"
45,"[[499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
46,"[[743, 2], [743, 2], [703, 2], [663, 2], [623, 0], [624, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0]]"
47,"[[587, 3], [586, 3], [585, 1], [625, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [623, 0], [663, 2], [663, 2], [623, 0], [663, 0]]"
48,"[[832, 3], [831, 3], [830, 3], [870, 2], [830, 3], [829, 2], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
49,"[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
50,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
51,"[[1105, 2], [1065, 2], [1025, 2], [1025, 2], [985, 2], [985, 2], [984, 4], [985, 2], [945, 4], [946, 4], [947, 2], [947, 2], [907, 2], [867, 2], [827, 2], [828, 2], [788, 4], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [788, 4], [789, 0]]"
52,"[[867, 2], [867, 2], [827, 2], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 0]]"
53,"[[420, 1], [380, 1], [420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 0]]"
54,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [749, 0]]"
55,"[[789, 0], [789, 0], [788, 4], [788, 4], [789, 0], [749, 1], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 0]]"
56,"[[832, 3], [832, 3], [833, 3], [832, 3], [833, 3], [832, 3], [831, 3], [830, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0]]"
57,"[[587, 3], [586, 3], [585, 1], [625, 3], [624, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0]]"
58,"[[541, 3], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [499, 0]]"
59,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
60,"[[743, 2], [703, 2], [663, 2], [663, 2], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [665, 3], [625, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
61,"[[788, 4], [789, 0], [789, 0], [749, 1], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0]]"
62,"[[743, 2], [744, 3], [743, 2], [703, 2], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [582, 3], [581, 2], [541, 3], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [541, 3], [542, 3], [541, 3], [541, 0]]"
63,"[[788, 4], [789, 0]]"
64,"[[789, 0], [788, 4], [788, 4], [748, 3], [747, 3], [746, 2], [786, 2], [826, 2], [786, 2], [746, 2], [706, 3], [746, 2], [706, 3], [746, 0]]"
65,"[[832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [829, 2], [789, 0], [789, 0], [788, 0]]"
66,"[[420, 1], [460, 1], [500, 0], [500, 0], [499, 4], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [540, 2], [540, 2], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0]]"
67,"[[499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 0]]"
68,"[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
69,"[[832, 3], [831, 3], [830, 3], [829, 2], [869, 0]]"
70,"[[374, 3], [373, 3], [372, 2], [332, 3], [331, 3], [330, 2], [290, 3], [289, 3], [289, 3], [288, 2], [248, 3], [288, 2], [248, 3], [247, 3], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0], [246, 0]]"
71,"[[788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [749, 1], [750, 1], [710, 1], [750, 1], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
72,"[[907, 2], [867, 2], [827, 2], [787, 2], [747, 3], [787, 2], [788, 4], [789, 0], [789, 0], [788, 4], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [829, 2], [789, 0], [789, 0], [789, 0], [789, 0]]"
73,"[[499, 4], [500, 0], [540, 2], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [499, 0]]"
74,"[[623, 0], [623, 0], [624, 3], [624, 3], [623, 0], [623, 0], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0]]"
75,"[[948, 2], [908, 2], [868, 2], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [829, 2], [828, 2], [788, 4], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [749, 1], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]"
76,"[[985, 2], [945, 4], [946, 4], [946, 4], [947, 2], [907, 2], [907, 2], [867, 2], [827, 2], [787, 2], [747, 3], [746, 2], [706, 0]]"
77,"[[1105, 2], [1065, 2], [1025, 2], [985, 2], [945, 4], [946, 4], [946, 4], [947, 2], [907, 2], [907, 2], [867, 2], [827, 2], [787, 2], [747, 3], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [664, 0], [665, 3], [666, 3], [665, 3], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0], [664, 0]]"
78,"[[420, 1], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [501, 3], [500, 0]]"
79,"[[743, 2], [703, 2], [663, 2], [663, 2], [623, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [624, 3], [624, 3], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
80,"[[788, 4], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [790, 3], [750, 0]]"
81,"[[623, 0], [583, 1], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
82,"[[788, 4], [748, 3], [747, 3], [707, 3], [706, 3], [706, 3], [705, 2], [665, 3], [664, 0], [664, 0], [665, 3], [664, 0], [665, 0]]"
83,"[[420, 1], [460, 1], [500, 0], [500, 0], [500, 0]]"
84,"[[877, 3], [876, 3], [875, 3], [874, 0], [874, 0], [874, 0], [914, 2], [874, 0], [874, 0], [914, 2], [954, 2], [914, 0]]"
85,"[[420, 1], [420, 1], [460, 1], [461, 3], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [501, 3], [502, 3], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
86,"[[1071, 2], [1031, 4], [1032, 2], [992, 0]]"
87,"[[41, 4], [41, 4], [41, 4], [42, 1], [82, 4], [81, 4], [82, 4], [83, 1], [123, 4], [124, 1], [164, 4], [124, 1], [164, 4], [165, 1], [165, 1], [205, 4], [206, 1], [246, 0], [246, 0], [247, 3], [287, 2], [247, 3], [246, 0]]"
88,"[[743, 2], [703, 2], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0]]"
89,"[[460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
90,"[[499, 4], [500, 0], [460, 1], [500, 0], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [499, 4], [499, 4], [500, 0], [500, 0], [500, 0], [499, 4], [500, 0], [501, 3], [500, 0], [499, 4], [539, 2], [539, 2], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0]]"
91,"[[623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [622, 4], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0], [623, 0]]"
92,"[[788, 4], [828, 2], [788, 4], [748, 3], [747, 3], [746, 2], [747, 3], [746, 2], [706, 3], [705, 2], [665, 3], [664, 0], [663, 2], [623, 0], [623, 0], [623, 0], [623, 0], [663, 2], [623, 0], [623, 0], [583, 1], [623, 0], [623, 0]]"
93,"[[743, 2], [703, 2], [663, 2], [623, 0], [624, 3], [623, 0], [583, 1], [623, 0], [622, 4], [622, 4], [623, 0], [622, 4], [582, 3], [581, 2], [541, 3], [540, 2], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [500, 0], [540, 2], [500, 0], [499, 4], [500, 0]]"
94,"[[832, 3], [831, 3], [830, 3], [829, 2], [789, 0], [789, 0], [790, 3], [789, 0], [789, 0]]"
95,"[[832, 3], [831, 3], [832, 3], [831, 3], [830, 3], [829, 0]]"
96,"[[420, 1], [420, 1], [460, 1], [500, 0], [500, 0], [460, 1], [500, 0], [501, 3], [500, 0], [500, 0], [500, 0]]"
97,"[[985, 2], [945, 4], [946, 4], [947, 2], [948, 2], [908, 0]]"
98,"[[789, 0], [829, 2], [869, 2], [829, 2], [789, 0], [790, 3], [789, 0], [789, 0], [789, 0], [789, 0]]"
99,"[[948, 2], [948, 2], [908, 2], [868, 2], [868, 0]]"
100,"[[420, 1], [460, 1], [459, 1], [499, 4], [539, 2], [499, 4], [500, 0], [500, 0], [500, 0], [500, 0], [460, 1], [500, 0], [500, 0]]"
101,"[[985, 2], [945, 4], [946, 0]]"
102,"[[420, 1], [420, 1], [380, 1], [379, 4], [380, 1], [380, 0]]"
