mac,数据量,平均活跃时刻,移动距离,中间时刻,持续时间,id,cluster
"7.31-48,74,38,133,29,213",1.5789473684210527,7.133138331260634,0.0,4.550562259222447,9.99976749322824,1,0
"7.31-156,95,90,12,124,73",1.0526315789473684,6.649964820344053,0.2152121354077756,4.54998726805267,9.997558678896523,1,0
"7.31-48,231,188,153,110,173",1.263157894736842,5.986382435337264,0.9165075369902063,3.0899204047937836,7.899301317150859,1,0
"7.31-64,140,31,142,167,149",1.6842105263157894,7.001154973537585,0.6038326101369242,4.620875465126786,5.806972878085075,1,1
"8.1-92,102,108,72,204,105",3.0526315789473686,4.709490848201971,0.20354042026114472,3.8701012805874764,9.016496355456352,1,0
"8.1-172,115,82,76,172,89",3.473684210526316,8.493951750932606,1.0765370735754751,5.45715905077172,8.716911380043943,1,0
"8.1-60,134,209,115,214,231",5.263157894736842,7.125527317989574,0.4373320205962103,6.1371271798325955,7.748520675664677,1,0
"8.1-156,116,3,24,100,145",2.0,5.291380622502135,1.3930628724329175,5.554496841655645,6.4273009451400265,1,0
"8.1-220,240,144,185,104,48",3.6842105263157894,4.9396728958617135,5.255209594626248,6.252289696979654,7.223752891802972,1,1
"8.1-132,65,103,218,221,212",0.7368421052631579,5.750744361887237,2.123815459861607,6.307078141299973,7.256652600006973,1,0
"8.1-76,2,32,111,66,59",1.1578947368421053,5.377749421501516,0.8831200797170207,5.861295701530298,5.174903219056254,1,1
"8.1-24,208,197,242,97,13",1.4736842105263157,7.3480683842438275,1.080507044713785,6.1585661363057635,5.38381055348237,1,1
"8.1-68,44,5,255,214,248",0.5263157894736842,4.3657190349097075,2.402626532905106,4.269638001987826,0.42513863216266234,1,2
"8.1-4,212,66,60,181,121",2.736842105263158,8.059964816568623,4.538788603006857,7.575919369809677,4.5022611283553635,1,1
"8.1-236,86,35,145,44,89",1.5789473684210527,8.338582045124992,0.5504364983266572,8.060390501145875,3.85589230286332,1,1
"8.1-124,253,130,25,171,35",1.368421052631579,7.714215563225056,2.7351910151613197,8.853549749057425,2.6577849079854436,1,1
"8.2-184,148,54,32,44,55",2.4210526315789473,6.368220945405124,0.22795574276175015,4.541526683697356,9.984654553063857,1,0
"8.2-48,74,38,133,29,213",4.2105263157894735,5.092861846644002,0.0,4.56337634814894,9.982329485346261,1,0
"8.2-76,2,32,111,66,59",1.4736842105263157,4.735000625154686,0.0,4.637221642667631,3.427614829281903,1,2
"8.3-48,148,53,197,58,225",2.631578947368421,3.6968721133610734,0.19389339039505185,5.025997815033555,9.12856461944454,1,0
"8.3-16,232,167,43,109,51",2.3157894736842106,3.594613700143708,5.202488377909493,1.3757895860884992,3.868796428695985,1,2
"8.4-220,240,144,185,104,48",2.736842105263158,3.035983150506147,6.983417430555283,4.801751258819954,3.9494762784966113,1,2
"8.6-208,40,186,185,241,75",1.5789473684210527,6.070309073518926,0.6228090721780453,4.396300342530454,9.703088852462825,1,0
"8.6-76,2,32,111,66,59",1.8947368421052633,5.100556157895174,0.6948243486269856,4.788362178723683,9.567653657912787,1,0
"8.6-60,134,209,115,214,231",1.263157894736842,4.1900400326847445,0.0,5.870741985033801,7.061346911728801,1,0
"8.7-144,173,247,200,14,93",0.7368421052631579,8.283342330849678,1.5317736640054629,6.846994849721951,3.3873911577674685,1,1
