m,trajs,cluster
"7.11-252,190,123,146,220,35+6","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]",0
"7.11-252,190,123,146,220,35+8","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]",0
"7.11-128,214,5,75,8,213+3","[[625, 0], [625, 0], [625, 0]]",0
"7.11-128,214,5,75,8,213+5","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0]]",0
"7.11-128,214,5,75,8,213+7","[[625, 0], [625, 0], [625, 0], [625, 0], [625, 0], [625, 0]]",0
"7.11-128,214,5,75,8,213+11","[[907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0], [907, 0]]",0
"7.11-128,214,5,75,8,213+14","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.11-128,214,5,75,8,213+17","[[907, 0], [907, 0]]",0
"7.11-192,46,37,42,205,205+2","[[460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0]]",0
"7.11-192,46,37,42,205,205+10","[[460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0]]",0
"7.11-192,46,37,42,205,205+13","[[587, 0]]",0
"7.11-184,55,101,29,72,107+1","[[788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0]]",0
"7.11-184,55,101,29,72,107+5","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3]]",0
"7.11-184,55,101,29,72,107+12","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2]]",0
"7.11-184,55,101,29,72,107+13","[[623, 4], [624, 1], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 1], [787, 4]]",0
"7.11-104,160,62,174,96,98+2","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.11-104,160,62,174,96,98+4","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.11-112,58,81,118,159,27+2","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.11-112,58,81,118,159,27+3","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3]]",0
"7.11-112,58,81,118,159,27+5","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.11-112,58,81,118,159,27+7","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.11-112,58,81,118,159,27+9","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.11-112,58,81,118,159,27+11","[[874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0], [874, 0]]",0
"7.11-64,140,31,142,167,149+8","[[717, 0], [717, 0], [717, 0], [717, 0], [717, 0]]",0
"7.11-64,140,31,142,167,149+10","[[717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0]]",0
"7.11-164,204,185,229,56,107+7","[[989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0]]",0
"7.11-164,204,185,229,56,107+9","[[788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 3], [663, 2], [623, 0], [623, 0], [623, 2], [583, 3], [582, 0], [582, 2], [542, 3], [541, 0], [541, 3], [540, 2], [500, 3], [499, 0]]",0
"7.11-164,204,185,229,56,107+10","[[499, 2], [459, 0], [459, 4], [460, 0], [460, 2]]",0
"7.11-164,204,185,229,56,107+11","[[420, 1], [460, 0], [460, 4], [461, 0], [461, 4], [462, 0], [462, 4], [463, 1], [503, 0], [503, 4], [504, 0], [504, 1], [544, 0], [544, 0], [544, 4], [545, 1], [585, 0], [585, 4], [586, 0], [586, 0], [586, 4], [587, 0], [587, 0]]",0
"7.11-164,204,185,229,56,107+14","[[985, 2], [945, 0], [945, 4], [946, 0], [946, 4], [947, 0], [947, 2], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 4], [869, 2], [829, 0], [829, 2], [789, 0], [789, 3], [788, 0], [788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 0], [623, 2], [583, 3], [582, 0], [582, 3], [581, 2], [541, 0], [541, 3], [540, 3], [539, 2], [499, 0], [499, 0], [499, 2], [459, 3], [458, 0], [458, 3], [457, 0], [457, 3], [456, 2], [416, 3], [415, 0], [415, 3], [414, 2], [374, 0], [374, 3], [373, 0], [373, 3], [372, 3], [371, 2], [331, 0], [331, 3], [330, 3], [329, 2], [289, 0], [289, 3], [288, 0], [288, 3], [287, 2], [247, 0], [247, 2], [207, 3]]",0
"7.11-164,204,185,229,56,107+15","[[206, 3], [205, 0], [205, 2], [165, 3], [164, 0], [164, 0], [164, 3], [163, 2], [123, 0], [123, 2], [83, 3], [82, 0], [82, 2], [42, 3]]",0
"7.11-164,204,185,229,56,107+16","[[41, 4], [42, 1], [82, 0], [82, 4], [83, 1], [123, 0], [123, 1], [163, 4], [164, 0], [164, 0], [164, 4], [165, 1], [205, 0], [205, 4]]",0
"7.11-164,204,185,229,56,107+17","[[206, 1], [246, 4], [247, 0], [247, 4], [248, 1], [288, 0], [288, 4], [289, 0], [289, 4], [290, 1], [330, 4], [331, 0], [331, 4], [332, 1], [372, 4], [373, 0], [373, 4], [374, 0], [374, 1], [414, 4], [415, 0], [415, 4], [416, 4], [417, 1], [457, 0], [457, 4], [458, 0], [458, 4], [459, 1], [499, 0], [499, 0], [499, 4], [500, 4], [501, 1], [541, 0], [541, 1], [581, 4], [582, 0], [582, 1], [622, 4], [623, 0], [623, 0], [623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 1], [787, 4]]",0
"7.11-164,204,185,229,56,107+18","[[788, 3], [787, 2], [747, 0], [747, 2], [707, 3], [706, 0], [706, 2], [666, 3], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3], [623, 0], [623, 0], [623, 2], [583, 3], [582, 0], [582, 2], [542, 3], [541, 0], [541, 3], [540, 2], [500, 3], [499, 0]]",0
"7.11-164,204,185,229,56,107+20","[[989, 0], [989, 0], [989, 0], [989, 0], [989, 0], [989, 0]]",0
"7.11-124,218,195,126,234,181+2","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.11-124,218,195,126,234,181+6","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.11-24,2,174,207,62,51+7","[[717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0], [717, 0]]",0
"7.11-24,2,174,207,62,51+15","[[597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0], [597, 0]]",0
"7.11-220,109,205,125,41,209+3","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 4], [993, 1], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4], [877, 0], [877, 4], [878, 0], [878, 4]]",0
"7.11-220,109,205,125,41,209+5","[[951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0]]",0
"7.11-104,74,174,67,128,132+2","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]",0
"7.11-104,74,174,67,128,132+3","[[832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3]]",0
"7.11-104,74,174,67,128,132+4","[[788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4]]",0
"7.11-104,74,174,67,128,132+9","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.11-104,74,174,67,128,132+13","[[789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0], [789, 0]]",0
"7.11-36,17,69,161,50,93+2","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.11-36,17,69,161,50,93+4","[[876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0], [876, 0]]",0
"7.11-124,161,119,225,7,54+1","[[951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0]]",0
"7.11-124,161,119,225,7,54+3","[[951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0]]",0
"7.11-124,161,119,225,7,54+5","[[951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0], [951, 0]]",0
"7.11-252,124,2,134,99,96+1","[[788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 0], [788, 4], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4]]",0
"7.11-252,124,2,134,99,96+2","[[832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3]]",0
"7.11-252,124,2,134,99,96+3","[[788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]",0
"7.11-252,124,2,134,99,96+5","[[747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0], [747, 0]]",0
"7.11-132,65,103,218,221,212+2","[[460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0]]",0
"7.11-132,65,103,218,221,212+3","[[420, 1], [460, 0], [460, 3], [459, 0], [459, 1]]",0
"7.11-132,65,103,218,221,212+9","[[457, 0], [457, 0]]",0
"7.11-132,65,103,218,221,212+12","[[460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0]]",0
"7.11-132,65,103,218,221,212+15","[[623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 4], [666, 1], [706, 0], [706, 1], [746, 4], [747, 0], [747, 4], [748, 1]]",0
"7.11-132,65,103,218,221,212+19","[[460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0], [460, 0]]",0
"7.11-216,50,20,254,96,65+1","[[832, 3], [831, 3], [830, 0], [830, 2], [790, 3], [789, 0], [789, 3]]",0
"7.11-216,50,20,254,96,65+2","[[788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]",0
"7.11-216,50,20,254,96,65+3","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 1], [914, 0], [914, 1], [954, 0], [954, 0], [954, 3], [953, 0], [953, 1], [993, 0], [993, 1], [1033, 0], [1033, 2], [993, 3], [992, 0], [992, 0], [992, 1], [1032, 0], [1032, 3], [1031, 0], [1031, 0], [1031, 1]]",0
"7.11-216,50,20,254,96,65+4","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 4], [993, 1], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3], [832, 0], [832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 3], [788, 0], [788, 2], [748, 3], [747, 0], [747, 3], [746, 2], [706, 0], [706, 3], [705, 2], [665, 0], [665, 3], [664, 0], [664, 2], [624, 3]]",0
"7.11-216,50,20,254,96,65+5","[[623, 1], [663, 4], [664, 0], [664, 4], [665, 0], [665, 1], [705, 4], [706, 0], [706, 4], [707, 1], [747, 0], [747, 4], [748, 1]]",0
"7.11-216,50,20,254,96,65+6","[[788, 0], [788, 0], [788, 4], [789, 0], [789, 4], [790, 1], [830, 0], [830, 4], [831, 4]]",0
"7.11-216,50,20,254,96,65+7","[[832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 1], [914, 0], [914, 1], [954, 0], [954, 0], [954, 3], [953, 0], [953, 1], [993, 0], [993, 1], [1033, 0], [1033, 3], [1032, 2], [992, 0], [992, 0], [992, 1], [1032, 0], [1032, 3], [1031, 0], [1031, 0], [1031, 1]]",0
"7.11-216,50,20,254,96,65+8","[[1071, 2], [1031, 0], [1031, 0], [1031, 4], [1032, 0], [1032, 2], [992, 0], [992, 0], [992, 4], [993, 1], [1033, 0], [1033, 2], [993, 0], [993, 2], [953, 0], [953, 4], [954, 0], [954, 0], [954, 2], [914, 0], [914, 2], [874, 0], [874, 2], [834, 0], [834, 3], [833, 0], [833, 3]]",0
"7.11-36,6,170,19,129,255+1","[[832, 3], [831, 3], [830, 0], [830, 3], [829, 2], [789, 0], [789, 1], [829, 0], [829, 3], [828, 1], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3], [907, 0], [907, 1], [947, 0], [947, 3], [946, 0], [946, 3], [945, 0], [945, 1]]",0
"7.11-36,6,170,19,129,255+6","[[985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 2], [945, 0], [945, 4], [946, 0], [946, 4], [947, 0], [947, 2], [907, 0], [907, 4], [908, 0], [908, 2], [868, 0], [868, 0], [868, 4], [869, 2], [829, 0], [829, 2], [789, 0], [789, 1], [829, 4], [830, 0], [830, 4], [831, 4], [832, 0], [832, 4], [833, 0], [833, 4], [834, 0], [834, 1], [874, 0], [874, 4], [875, 4], [876, 0], [876, 4]]",0
"7.11-36,6,170,19,129,255+8","[[834, 0], [834, 0]]",0
"7.11-36,6,170,19,129,255+9","[[788, 4], [789, 0], [789, 1], [829, 0], [829, 1], [869, 3], [868, 0], [868, 0], [868, 1], [908, 0], [908, 3], [907, 0], [907, 1], [947, 0], [947, 3], [946, 0], [946, 3], [945, 0], [945, 1]]",0
"7.11-36,6,170,19,129,255+10","[[985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 0], [985, 3], [984, 0], [984, 1], [1024, 0], [1024, 0], [1024, 1], [1064, 4], [1065, 0], [1065, 0], [1065, 1]]",0
"7.11-36,6,170,19,129,255+11","[[1105, 2], [1065, 0], [1065, 0], [1065, 2], [1025, 3], [1024, 0], [1024, 0], [1024, 2], [984, 0], [984, 4]]",0
