m,trajs,cluster
"7.10-48,75,38,155,214,98+9","[[1641, 1], [1721, 1], [1801, 3], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 1], [2039, 3], [2038, 0], [2038, 4], [2039, 0], [2039, 1], [2119, 4], [2120, 4], [2121, 4], [2122, 1], [2202, 0], [2202, 4], [2203, 1], [2283, 1], [2363, 4], [2364, 0], [2364, 4], [2365, 1], [2445, 4], [2446, 0], [2446, 4], [2447, 1], [2527, 0], [2527, 4], [2528, 1], [2608, 0], [2608, 4], [2609, 1], [2689, 4], [2690, 0], [2690, 4], [2691, 1], [2771, 1], [2851, 4], [2852, 0], [2852, 4], [2853, 4], [2854, 1], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 1], [3096, 4], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,75,38,155,214,98+10","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 3], [2851, 2], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 2], [2528, 3], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 2], [2365, 3], [2364, 0], [2364, 3], [2363, 2], [2283, 2], [2203, 3], [2202, 0], [2202, 3], [2201, 2], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 4], [1959, 2], [1879, 0], [1879, 4], [1880, 2], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",1
"7.10-48,75,38,155,214,98+11","[[1641, 1], [1721, 3], [1720, 1], [1800, 0], [1800, 3], [1799, 1], [1879, 0], [1879, 1], [1959, 3], [1958, 1], [2038, 0], [2038, 4], [2039, 0], [2039, 4], [2040, 1], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 4], [2203, 1], [2283, 1], [2363, 4], [2364, 0], [2364, 4], [2365, 4], [2366, 1], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 1], [2607, 4], [2608, 0], [2608, 4], [2609, 1], [2689, 4], [2690, 0], [2690, 4], [2691, 1], [2771, 4], [2772, 1], [2852, 0], [2852, 4], [2853, 1], [2933, 4], [2934, 0], [2934, 4], [2935, 1], [3015, 4], [3016, 4], [3017, 1], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 4], [3180, 1], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,75,38,155,214,98+12","[[3344, 0], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 3], [3177, 2]]",1
"7.10-48,75,38,155,214,98+13","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,75,38,155,214,98+14","[[3344, 0], [3344, 0], [3344, 0], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.10-48,75,38,155,214,98+15","[[3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-48,75,38,155,214,98+16","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.10-48,75,38,155,214,98+17","[[3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-20,94,105,220,154,7+1","[[1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 0], [1548, 4], [1549, 1], [1629, 4], [1630, 4], [1631, 0], [1631, 4], [1632, 1], [1712, 4], [1713, 1], [1793, 4], [1794, 0], [1794, 4], [1795, 1], [1875, 4], [1876, 4], [1877, 0], [1877, 1], [1957, 4], [1958, 1]]",1
"7.10-20,94,105,220,154,7+2","[[2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 4], [1880, 2], [1800, 0], [1800, 2], [1720, 4], [1721, 2]]",1
"7.10-20,94,105,220,154,7+3","[[1641, 1], [1721, 1], [1801, 3], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 1], [2039, 3], [2038, 0], [2038, 2], [1958, 3], [1957, 2], [1877, 0], [1877, 3], [1876, 3], [1875, 2], [1795, 3], [1794, 0], [1794, 3], [1793, 2], [1713, 3], [1712, 2], [1632, 3], [1631, 0], [1631, 3], [1630, 3], [1629, 2], [1549, 3], [1548, 0], [1548, 3], [1547, 2], [1467, 3], [1466, 0], [1466, 3], [1465, 2], [1385, 3], [1384, 3], [1383, 2], [1303, 0], [1303, 3], [1302, 3], [1301, 2], [1221, 3], [1220, 3], [1219, 0], [1219, 3], [1218, 3], [1217, 2], [1137, 0], [1137, 3], [1136, 3], [1135, 2], [1055, 0], [1055, 2], [975, 3], [974, 3], [973, 2], [893, 3]]",1
"7.10-20,94,105,220,154,7+4","[[892, 3], [891, 3], [890, 0], [890, 2], [810, 2], [730, 3], [729, 0], [729, 3], [728, 2], [648, 0], [648, 2], [568, 3], [567, 0], [567, 2], [487, 3], [486, 3], [485, 3], [484, 2], [404, 0], [404, 2], [324, 3], [323, 2], [243, 3]]",1
"7.10-176,241,236,166,12,79+1","[[2038, 2], [1958, 2], [1878, 3], [1877, 0], [1877, 3], [1876, 3], [1875, 2], [1795, 3], [1794, 0], [1794, 2], [1714, 3], [1713, 3], [1712, 2], [1632, 3], [1631, 0], [1631, 3], [1630, 3], [1629, 2], [1549, 3]]",1
"7.10-176,241,236,166,12,79+3","[[3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0], [3179, 0]]",1
"7.10-176,241,236,166,12,79+6","[[3890, 4], [3891, 2], [3811, 0], [3811, 4], [3812, 4], [3813, 2], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 2], [3178, 4], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 3], [2851, 2], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 3], [2607, 2]]",1
"7.10-176,241,236,166,12,79+7","[[2527, 4], [2528, 1], [2608, 0], [2608, 4], [2609, 4], [2610, 1], [2690, 0], [2690, 4], [2691, 1], [2771, 1], [2851, 4], [2852, 0], [2852, 4], [2853, 4], [2854, 1], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 1], [3096, 4]]",1
"7.10-176,241,236,166,12,79+10","[[2038, 2], [1958, 2], [1878, 3], [1877, 0], [1877, 3], [1876, 2], [1796, 3], [1795, 3], [1794, 0], [1794, 2], [1714, 3], [1713, 3], [1712, 2], [1632, 3], [1631, 0], [1631, 3], [1630, 2], [1550, 3], [1549, 3], [1548, 0], [1548, 3], [1547, 3], [1546, 2], [1466, 0], [1466, 2], [1386, 3], [1385, 3], [1384, 2], [1304, 3], [1303, 0], [1303, 3], [1302, 3], [1301, 2], [1221, 3], [1220, 3], [1219, 0], [1219, 3], [1218, 3], [1217, 2], [1137, 0], [1137, 3], [1136, 2], [1056, 3], [1055, 0], [1055, 3], [1054, 2], [974, 3], [973, 3], [972, 2], [892, 0], [892, 3], [891, 3], [890, 0], [890, 2], [810, 2], [730, 3], [729, 0], [729, 3], [728, 2], [648, 0], [648, 2], [568, 3], [567, 0], [567, 3], [566, 2], [486, 3], [485, 2], [405, 3], [404, 0], [404, 3], [403, 2], [323, 2], [243, 3]]",1
"7.10-96,230,240,177,80,251+1","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 3], [3177, 2], [3097, 0], [3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 2], [2853, 3], [2852, 0], [2852, 3], [2851, 2], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 3], [2363, 2], [2283, 3], [2282, 2], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 3], [1957, 2], [1877, 0], [1877, 3], [1876, 3], [1875, 2], [1795, 3], [1794, 0], [1794, 3], [1793, 2], [1713, 3], [1712, 3], [1711, 2], [1631, 0], [1631, 3], [1630, 3], [1629, 2], [1549, 3], [1548, 0], [1548, 3], [1547, 3], [1546, 2], [1466, 0], [1466, 2], [1386, 3], [1385, 3], [1384, 3], [1383, 2], [1303, 0], [1303, 3], [1302, 3], [1301, 2], [1221, 3], [1220, 3], [1219, 0], [1219, 3], [1218, 2], [1138, 3], [1137, 0], [1137, 3], [1136, 3], [1135, 2], [1055, 0], [1055, 2], [975, 3], [974, 3], [973, 2], [893, 3], [892, 0], [892, 3], [891, 3], [890, 0], [890, 2], [810, 2], [730, 3], [729, 0], [729, 3], [728, 2], [648, 0], [648, 2], [568, 3], [567, 0], [567, 2], [487, 3], [486, 3], [485, 2], [405, 3], [404, 0], [404, 2], [324, 3], [323, 2], [243, 3]]",1
"7.10-96,230,240,177,80,251+2","[[242, 1], [322, 4], [323, 4], [324, 1], [404, 0], [404, 1], [484, 4], [485, 4], [486, 1], [566, 4], [567, 0], [567, 1], [647, 4], [648, 0], [648, 1], [728, 4], [729, 0], [729, 1], [809, 1], [889, 4], [890, 0], [890, 4], [891, 4], [892, 0], [892, 4], [893, 1], [973, 4], [974, 4], [975, 1], [1055, 0], [1055, 4], [1056, 4], [1057, 1], [1137, 0], [1137, 4], [1138, 4], [1139, 1], [1219, 0], [1219, 4], [1220, 4], [1221, 1], [1301, 4], [1302, 4], [1303, 0], [1303, 4], [1304, 1], [1384, 4], [1385, 1], [1465, 4], [1466, 0], [1466, 4], [1467, 4], [1468, 1], [1548, 0], [1548, 4], [1549, 1], [1629, 4], [1630, 4], [1631, 0], [1631, 4], [1632, 1], [1712, 4], [1713, 1], [1793, 4], [1794, 0], [1794, 4], [1795, 1], [1875, 4], [1876, 4], [1877, 0], [1877, 1], [1957, 1], [2037, 4], [2038, 0], [2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 4], [1880, 2], [1800, 0], [1800, 2], [1720, 4], [1721, 2]]",1
"7.10-96,230,240,177,80,251+3","[[1641, 1], [1721, 3], [1720, 1], [1800, 0], [1800, 4], [1801, 1], [1881, 4], [1882, 0], [1882, 4], [1883, 4], [1884, 0], [1884, 1], [1964, 4], [1965, 4], [1966, 1], [2046, 0], [2046, 4], [2047, 4], [2048, 0], [2048, 1], [2128, 0], [2128, 1], [2208, 4], [2209, 0], [2209, 4], [2210, 4], [2211, 1], [2291, 0], [2291, 4], [2292, 0], [2292, 4], [2293, 0], [2293, 4], [2294, 0], [2294, 4], [2295, 1], [2375, 0]]",1
"7.10-96,230,240,177,80,251+4","[[2375, 1], [2455, 4], [2456, 0], [2456, 4], [2457, 1], [2537, 0], [2537, 4], [2538, 1], [2618, 0], [2618, 1], [2698, 0], [2698, 4], [2699, 1], [2779, 0], [2779, 1], [2859, 1], [2939, 0], [2939, 3], [2938, 1], [3018, 0], [3018, 1], [3098, 3], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 4], [3180, 1], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4], [3344, 0], [3344, 4], [3345, 4], [3346, 4], [3347, 0], [3347, 4], [3348, 0], [3348, 4], [3349, 1], [3429, 0], [3429, 4], [3430, 4], [3431, 4], [3432, 0], [3432, 4], [3433, 4], [3434, 4]]",1
"7.10-96,230,240,177,80,251+5","[[3435, 4], [3436, 4], [3437, 0], [3437, 4], [3438, 4], [3439, 1]]",1
"7.10-96,230,240,177,80,251+6","[[3519, 3], [3518, 2], [3438, 3], [3437, 0], [3437, 3], [3436, 3]]",1
"7.10-164,201,57,205,13,69+1","[[3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-164,201,57,205,13,69+2","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 1], [3259, 3], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 1], [3735, 3], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 1], [3812, 3], [3811, 0], [3811, 3], [3810, 1]]",1
"7.10-164,201,57,205,13,69+3","[[3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 4], [3338, 2], [3258, 0], [3258, 2], [3178, 4], [3179, 0], [3179, 1], [3259, 4], [3260, 4], [3261, 1], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",1
"7.10-164,201,57,205,13,69+4","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 3], [3259, 2], [3179, 0], [3179, 1], [3259, 3], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 1], [3577, 3], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 1], [3812, 3], [3811, 0], [3811, 1], [3891, 3]]",1
"7.10-164,201,57,205,13,69+5","[[3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 4], [3338, 2], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 1], [3259, 4], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4], [3344, 0], [3344, 4], [3345, 4], [3346, 4], [3347, 0], [3347, 4], [3348, 0], [3348, 4], [3349, 1], [3429, 0], [3429, 4], [3430, 4], [3431, 4], [3432, 0], [3432, 4], [3433, 4], [3434, 4]]",1
"7.10-164,201,57,205,13,69+6","[[3435, 3], [3434, 3], [3433, 3], [3432, 0], [3432, 3], [3431, 3], [3430, 3], [3429, 0], [3429, 3], [3428, 2], [3348, 0], [3348, 3], [3347, 0], [3347, 3], [3346, 3], [3345, 3], [3344, 0], [3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 3], [3340, 2], [3260, 2], [3180, 3], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",1
"7.10-164,201,57,205,13,69+7","[[3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0], [3097, 0]]",1
"7.11-36,6,170,198,198,211+1","[[3097, 2], [3017, 3], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 3], [2932, 2], [2852, 0], [2852, 3], [2851, 2], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 3], [2688, 2], [2608, 0], [2608, 2], [2528, 3], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 2], [2365, 3], [2364, 0], [2364, 2], [2284, 3], [2283, 2], [2203, 3], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 3], [2119, 2], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",2
"7.11-36,6,170,198,198,211+2","[[1641, 1], [1721, 1], [1801, 3], [1800, 0], [1800, 3], [1799, 1], [1879, 0], [1879, 1], [1959, 3], [1958, 1], [2038, 0], [2038, 4], [2039, 0], [2039, 1], [2119, 4], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 1], [2282, 4], [2283, 1], [2363, 4], [2364, 0], [2364, 4], [2365, 4], [2366, 1], [2446, 0], [2446, 1], [2526, 4], [2527, 0], [2527, 4], [2528, 1], [2608, 0], [2608, 4], [2609, 1], [2689, 4], [2690, 0], [2690, 4], [2691, 1], [2771, 1], [2851, 4], [2852, 0], [2852, 4], [2853, 4], [2854, 1], [2934, 0], [2934, 1], [3014, 4], [3015, 4], [3016, 1], [3096, 4], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 4], [3180, 1], [3260, 1], [3340, 4], [3341, 0], [3341, 4], [3342, 4], [3343, 4]]",2
"7.11-36,6,170,198,198,211+3","[[3344, 3], [3343, 3], [3342, 3], [3341, 0], [3341, 2], [3261, 3], [3260, 3], [3259, 2], [3179, 0], [3179, 3], [3178, 2], [3098, 3]]",2
"7.11-36,6,170,198,198,211+4","[[3097, 3], [3096, 2], [3016, 3], [3015, 2], [2935, 3], [2934, 0], [2934, 3], [2933, 3], [2932, 2], [2852, 0], [2852, 3], [2851, 2], [2771, 3], [2770, 2], [2690, 0], [2690, 3], [2689, 2], [2609, 3], [2608, 0], [2608, 3], [2607, 2], [2527, 0], [2527, 3], [2526, 2], [2446, 0], [2446, 3], [2445, 3], [2444, 2], [2364, 0], [2364, 3], [2363, 2], [2283, 3], [2282, 2], [2202, 0], [2202, 2], [2122, 3], [2121, 3], [2120, 2], [2040, 3], [2039, 0], [2039, 3], [2038, 0], [2038, 2], [1958, 3], [1957, 2], [1877, 0], [1877, 3], [1876, 2], [1796, 3], [1795, 3], [1794, 0], [1794, 2], [1714, 3], [1713, 3], [1712, 3], [1711, 2], [1631, 0], [1631, 3], [1630, 3], [1629, 2], [1549, 3], [1548, 0], [1548, 3], [1547, 2], [1467, 3], [1466, 0], [1466, 2], [1386, 3], [1385, 3], [1384, 2], [1304, 3], [1303, 0], [1303, 3], [1302, 3], [1301, 3], [1300, 2], [1220, 3], [1219, 0], [1219, 3], [1218, 2], [1138, 3], [1137, 0], [1137, 3], [1136, 2], [1056, 3], [1055, 0], [1055, 3], [1054, 2], [974, 3], [973, 3], [972, 2]]",2
"7.11-36,6,170,198,198,211+5","[[892, 2], [812, 4], [813, 0], [813, 4], [814, 2], [734, 4], [735, 2], [655, 0], [655, 4], [656, 2], [576, 4], [577, 0], [577, 4], [578, 1], [658, 0], [658, 4], [659, 0], [659, 1], [739, 4]]",2
"7.11-36,6,170,198,198,211+6","[[740, 2], [660, 3], [659, 0], [659, 3], [658, 0], [658, 2], [578, 3], [577, 0], [577, 3], [576, 1], [656, 3], [655, 0], [655, 3], [654, 1], [734, 3], [733, 1], [813, 0], [813, 1], [893, 3]]",2
"7.11-36,6,170,198,198,211+7","[[892, 1], [972, 4], [973, 4], [974, 4], [975, 1], [1055, 0], [1055, 4], [1056, 4], [1057, 1], [1137, 0], [1137, 4], [1138, 1], [1218, 4], [1219, 0], [1219, 4], [1220, 4], [1221, 4], [1222, 1], [1302, 4], [1303, 0], [1303, 4], [1304, 1], [1384, 4], [1385, 1], [1465, 4], [1466, 0], [1466, 4], [1467, 1], [1547, 4], [1548, 0], [1548, 4], [1549, 1], [1629, 4], [1630, 4], [1631, 0], [1631, 1], [1711, 4], [1712, 4], [1713, 4], [1714, 1], [1794, 0], [1794, 4], [1795, 4], [1796, 1], [1876, 4], [1877, 0], [1877, 1], [1957, 4], [1958, 1], [2038, 0], [2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 4], [1721, 2]]",2
"7.11-36,6,170,198,198,211+8","[[1641, 1], [1721, 1], [1801, 3], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 3], [1958, 1]]",2
"7.11-36,6,170,198,198,211+9","[[2038, 2], [1958, 2], [1878, 4], [1879, 0], [1879, 2], [1799, 4], [1800, 0], [1800, 2], [1720, 2], [1640, 4]]",2
"7.11-36,6,170,198,198,211+10","[[1641, 1], [1721, 3], [1720, 1], [1800, 0], [1800, 1], [1880, 3], [1879, 0], [1879, 1], [1959, 3], [1958, 1], [2038, 0], [2038, 4], [2039, 0], [2039, 1], [2119, 4], [2120, 4], [2121, 1], [2201, 4], [2202, 0], [2202, 1], [2282, 4], [2283, 4], [2284, 1], [2364, 0], [2364, 4], [2365, 4], [2366, 1], [2446, 0], [2446, 4], [2447, 1], [2527, 0], [2527, 1], [2607, 3], [2606, 1], [2686, 0], [2686, 1], [2766, 1], [2846, 0], [2846, 1], [2926, 0], [2926, 1], [3006, 4]]",2
"7.11-108,217,76,95,253,145+1","[[3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 4], [3813, 2], [3733, 0], [3733, 4], [3734, 0], [3734, 2], [3654, 4], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 4], [3338, 2], [3258, 0], [3258, 4], [3259, 2], [3179, 0], [3179, 3], [3178, 3], [3177, 2], [3097, 0], [3097, 4], [3098, 2], [3018, 0], [3018, 2], [2938, 4], [2939, 0], [2939, 2], [2859, 2], [2779, 0], [2779, 3], [2778, 2], [2698, 0], [2698, 2], [2618, 0], [2618, 2], [2538, 3], [2537, 0], [2537, 2], [2457, 3], [2456, 0], [2456, 3], [2455, 2]]",1
"7.11-108,217,76,95,253,145+2","[[2375, 1], [2455, 4], [2456, 0], [2456, 4], [2457, 1], [2537, 0], [2537, 4], [2538, 1], [2618, 0], [2618, 1], [2698, 0], [2698, 4], [2699, 1], [2779, 0], [2779, 1], [2859, 1], [2939, 0], [2939, 1], [3019, 3], [3018, 0], [3018, 1], [3098, 3], [3097, 0], [3097, 4], [3098, 4], [3099, 1], [3179, 0], [3179, 1], [3259, 3], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 3], [3496, 1], [3576, 0], [3576, 1], [3656, 3], [3655, 0], [3655, 3], [3654, 1], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 3], [3731, 1], [3811, 0], [3811, 1], [3891, 3]]",1
"7.11-108,217,76,95,253,145+6","[[3890, 0], [3890, 0], [3890, 0], [3890, 4], [3891, 2], [3811, 0], [3811, 4], [3812, 2], [3732, 4], [3733, 0], [3733, 4], [3734, 0], [3734, 2], [3654, 4], [3655, 0], [3655, 4], [3656, 2], [3576, 0], [3576, 2], [3496, 4], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 2], [3257, 4], [3258, 0], [3258, 2], [3178, 4], [3179, 0], [3179, 3], [3178, 3], [3177, 2]]",1
"7.11-108,217,76,95,253,145+7","[[3097, 4], [3098, 1], [3178, 4], [3179, 0], [3179, 3], [3178, 1], [3258, 0], [3258, 1], [3338, 1], [3418, 3], [3417, 0], [3417, 1], [3497, 0], [3497, 3], [3496, 1], [3576, 0], [3576, 3], [3575, 1], [3655, 0], [3655, 1], [3735, 3], [3734, 0], [3734, 3], [3733, 0], [3733, 3], [3732, 1], [3812, 3], [3811, 0], [3811, 1], [3891, 3]]",1
"7.11-108,217,76,95,253,145+8","[[3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 0], [3890, 2], [3810, 4], [3811, 0], [3811, 4], [3812, 4], [3813, 2], [3733, 0], [3733, 4], [3734, 0], [3734, 4], [3735, 2], [3655, 0], [3655, 2], [3575, 4], [3576, 0], [3576, 4], [3577, 2], [3497, 0], [3497, 2], [3417, 0], [3417, 2], [3337, 4], [3338, 2], [3258, 0], [3258, 2], [3178, 4], [3179, 0], [3179, 3], [3178, 2], [3098, 3], [3097, 0], [3097, 3], [3096, 2], [3016, 3], [3015, 3], [3014, 2], [2934, 0], [2934, 1], [3014, 3], [3013, 1], [3093, 0], [3093, 3], [3092, 1], [3172, 3], [3171, 0], [3171, 3], [3170, 0], [3170, 2], [3090, 3], [3089, 0], [3089, 3], [3088, 0], [3088, 3], [3087, 2]]",1
