path,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
87392->11881,213.369:138.991,222.971:147.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->120,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,262.142:140.680,269.223:140.680,273.596:142.477,278.802:146.350,279.519:149.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->13568,213.369:138.991,216.992:130.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->22,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->2344,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->25121,213.369:138.991,216.992:130.220,221.105:119.973,231.048:125.270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->30732,213.369:138.991,197.616:127.354,194.916:125.425,185.207:118.610,172.199:111.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->31591,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->32,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,234.423:166.563,233.788:176.485,234.820:180.374,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->33,213.369:138.991,197.616:127.354,194.916:125.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->44615,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->49,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,335.464:209.478,341.921:209.634,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,339.995:239.670,337.398:245.240,333.639:250.297,327.249:249.579,324.140:249.853,323.730:252.620,319.322:252.825,317.921:257.472,310.951:262.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->5135,213.369:138.991,197.616:127.354,194.916:125.425,185.207:118.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->54272,213.369:138.991,197.616:127.354,194.916:125.425,198.866:118.313,202.551:111.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->5451,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->60450,213.369:138.991,222.971:147.010,233.022:153.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->63927,213.369:138.991,216.992:130.220,221.105:119.973,231.048:125.270,240.449:129.276,242.392:134.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->67169,213.369:138.991,197.616:127.354,195.119:131.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->72974,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,250.837:157.263,256.201:151.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->74867,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->75205,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->8318,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->93162,213.369:138.991,197.616:127.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->95,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,244.948:162.321,253.540:169.247,263.170:177.010,273.541:183.542,287.395:193.229,295.831:199.530,309.789:205.728,323.589:208.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87392->99,213.369:138.991,222.971:147.010,233.022:153.415,239.844:158.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->101,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,246.002:247.443,244.804:252.182,245.377:255.931,252.303:260.983,256.991:265.618,257.355:270.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->105,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,197.616:127.354,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->11881,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->120,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,298.542:180.289,295.606:173.922,293.252:166.883,292.512:160.225,289.702:155.541,284.986:152.808,279.519:149.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->13,376.773:212.234,389.688:214.526,399.251:216.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->13568,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->13702,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->13852,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,342.238:205.594,339.156:200.382,337.035:194.274,337.420:188.101,340.700:181.672,344.595:175.542,347.193:169.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->14185,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,299.242:195.278,302.353:188.697,304.946:184.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->21444,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->22,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,216.992:130.220,221.105:119.973,211.572:116.147,202.551:111.363,205.899:103.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->22615,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,284.216:236.645,290.842:240.474,294.611:242.967,298.441:243.818,295.444:246.775,293.130:249.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->23254,376.773:212.234,362.972:211.453,347.233:210.050,346.414:220.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->2344,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->23449,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,262.142:140.680,255.137:140.236,248.338:138.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->24143,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,374.094:172.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->24817,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->2505,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,283.721:215.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->2552,376.773:212.234,389.688:214.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->26858,376.773:212.234,362.972:211.453,347.233:210.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->2894,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,211.594:141.393,210.584:143.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->29230,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,240.449:129.276,241.499:125.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->29250,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,298.542:180.289,295.606:173.922,298.583:174.490,302.782:177.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->29992,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,307.614:210.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->30620,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,342.238:205.594,339.156:200.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->30645,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->31591,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->32,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,239.106:185.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->32446,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,307.614:210.781,303.921:217.527,303.034:220.186,303.034:224.470,301.553:226.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->33,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,197.616:127.354,194.916:125.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->34135,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,253.235:196.647,247.361:193.392,240.376:190.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->41841,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,342.238:205.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->44615,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->45923,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,374.094:172.594,373.541:164.692,370.983:159.940,373.073:154.252,375.613:149.887,379.265:145.124,380.058:139.488,380.579:129.453,380.448:122.917,376.784:117.838,374.253:113.458,372.904:107.029,372.030:100.361,369.808:96.313,367.824:93.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->49,376.773:212.234,362.972:211.453,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,339.995:239.670,337.398:245.240,333.639:250.297,327.249:249.579,324.140:249.853,323.730:252.620,319.322:252.825,317.921:257.472,310.951:262.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->5,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->50132,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,307.614:210.781,303.921:217.527,303.034:220.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->51552,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->52367,376.773:212.234,362.972:211.453,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,339.995:239.670,333.435:238.898,326.689:238.012,318.762:234.171,313.670:231.954,304.068:229.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->52980,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,294.565:214.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->53303,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,265.934:202.619,264.693:203.237,264.143:205.369,261.236:210.021,258.781:213.446,257.144:211.297,255.017:208.227,253.079:204.706,250.817:201.831,248.310:201.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->59163,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->60163,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,211.594:141.393,210.584:143.939,210.732:148.125,208.664:150.143,204.676:149.405,202.361:148.272,200.589:148.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->60368,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->60450,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->63927,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,262.142:140.680,255.137:140.236,248.338:138.117,242.392:134.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->64018,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,294.046:186.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->66,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,233.022:153.415,222.971:147.010,213.369:138.991,197.616:127.354,194.916:125.425,185.207:118.610,172.199:111.308,155.794:103.027,142.814:97.329,130.791:90.707,115.938:83.891,98.846:77.007,89.400:72.165,75.350:65.577,62.374:59.313,54.849:55.263,47.679:49.139,40.809:41.372,35.471:35.856,23.833:26.340,13.949:16.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->67916,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,374.094:172.594,373.541:164.692,370.983:159.940,366.803:162.190,360.502:163.991,356.323:163.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->71721,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,283.721:215.043,280.749:214.236,276.735:213.986,273.745:211.032,271.999:212.799,269.603:216.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->72897,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->72974,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->73767,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,266.015:190.376,259.506:196.964,261.770:199.201,264.577:200.838,265.934:202.619,268.562:205.911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->75205,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,250.837:157.263,256.201:151.742,259.065:147.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->76205,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,374.094:172.594,373.541:164.692,370.983:159.940,373.073:154.252,375.613:149.887,379.265:145.124,380.058:139.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->79100,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,279.812:220.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->82106,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,239.844:158.207,234.423:166.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->8318,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,287.395:193.229,273.541:183.542,263.170:177.010,253.540:169.247,244.948:162.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->84,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,267.250:233.225,259.282:236.454,254.126:241.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->85873,376.773:212.234,362.972:211.453,347.233:210.050,346.414:220.501,347.233:231.470,342.284:235.228,339.995:239.670,333.435:238.898,326.689:238.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->89653,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,299.242:195.278,302.353:188.697,304.946:184.788,306.078:181.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->90040,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,374.094:172.594,373.541:164.692,370.983:159.940,373.073:154.252,375.613:149.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->9048,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,299.242:195.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->91020,376.773:212.234,362.972:211.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->91297,376.773:212.234,362.972:211.453,347.233:210.050,341.921:209.634,335.464:209.478,323.589:208.748,309.789:205.728,295.831:199.530,292.873:204.894,288.446:211.872,285.440:216.278,281.103:222.601,276.312:228.590,272.979:230.361,277.165:234.213,280.995:236.462,284.216:236.645,290.842:240.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88->92,376.773:212.234,377.269:207.599,376.158:201.725,370.983:196.328,367.109:189.263,368.141:182.992,370.983:179.262,374.094:172.594,373.541:164.692,370.983:159.940,373.073:154.252,375.613:149.887,379.265:145.124,380.058:139.488,380.579:129.453,380.448:122.917,376.784:117.838,374.253:113.458,372.904:107.029,372.030:100.361,369.808:96.313,367.824:93.376,368.459:87.820,371.554:82.184,375.523:78.533,377.031:74.088,380.048:69.722,379.571:66.626,381.397:63.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
